"Gender","Adult","Face_Angle","Image_Color","Image_Quality","Image_Type","Context","Multiface","Race","Smile","Area"
"female",1,1,1,"good",1,"feature",0,"white",NA,8991
"male",1,1,0,"fair",0,"feature",0,"unknown",0,13500
"female",1,1,1,"good",1,"feature",0,"white",0,467892
"male",1,0,1,"fair",0,"feature",1,"unknown",0,4575
"female",1,1,0,"fair",1,"ad",1,"white",0,126390
"male",1,1,1,"fair",1,"feature",0,"white",1,7644
"male",1,1,1,"good",1,"feature",1,"white",NA,21659
"male",1,1,1,"good",1,"feature",1,"white",1,48960
"male",1,1,1,"good",1,"feature",1,"white",NA,24386
"male",1,0,1,"fair",1,"feature",1,"white",1,17670
"male",1,1,1,"fair",1,"feature",1,"white",1,5037
"male",1,1,1,"good",1,"feature",0,"asian",NA,148456
"male",1,1,1,"good",1,"feature",1,"white",0,12065
"male",1,1,1,"good",1,"feature",1,"white",0,13362
"male",1,1,1,"good",1,"feature",0,"white",0,9828
"male",1,1,1,"good",1,"feature",1,"asian",1,42749
"female",1,1,1,"good",1,"feature",1,"asian",0,10664
"male",1,1,1,"good",1,"feature",0,"asian",NA,35000
"male",1,1,1,"fair",1,"feature",0,"asian",1,7600
"female",1,0,1,"fair",1,"feature",0,"unknown",1,10494
"male",1,1,1,"good",1,"feature",0,"asian",0,27064
"male",1,0,1,"good",1,"feature",1,"white",NA,8858
"male",1,0,1,"fair",1,"feature",1,"white",0,9435
"male",1,0,1,"good",1,"feature",0,"white",1,13356
"male",1,1,0,"good",1,"feature",0,"white",NA,10602
"male",1,1,1,"good",1,"feature",0,"asian",NA,NA
"male",1,1,1,"good",1,"feature",0,"white",NA,91770
"male",1,1,1,NA,1,"ad",0,"black",1,13524
"female",1,1,1,"good",1,"ad",0,"white",NA,14364
"female",1,1,1,"fair",1,"feature",1,"white",NA,NA
"male",1,1,1,"fair",1,"ad",1,"white",NA,10710
"male",0,0,1,"fair",1,"feature",1,"asian",0,8080
"female",1,1,0,"good",1,"ad",0,"white",NA,49560
"female",1,1,1,NA,1,"ad",0,"pacificislander",1,30660
"female",1,1,1,"good",1,"feature",0,"white",0,33372
"male",1,1,0,"good",1,"ad",0,"black",0,60384
"female",1,1,1,"fair",1,"feature",1,"white",0,2115
"male",1,1,1,"good",1,"feature",1,"white",0,87780
"male",1,0,1,"good",1,"feature",1,"white",0,31620
"male",1,1,1,"good",1,"feature",0,"white",0,51832
"male",1,1,1,"good",1,"ad",0,"white",1,NA
"male",1,0,1,"good",1,"feature",0,"white",0,16060
"male",1,1,0,"good",1,"cover",0,"white",NA,NA
"female",0,1,0,"good",1,"feature",1,"white",0,10058
"female",1,1,0,"good",1,"feature",1,"white",0,10340
"male",1,0,0,"good",1,"feature",1,"white",1,13912
"male",1,1,0,"good",1,"feature",1,"white",0,12320
"male",1,0,0,"fair",1,"feature",1,"white",1,10323
"female",1,0,0,"good",1,"feature",1,"white",0,9682
"male",1,1,0,"fair",1,"feature",0,"white",NA,3770
"male",0,0,0,"good",1,"feature",1,"white",1,9702
"male",1,0,0,"good",1,"feature",1,"white",NA,12420
"male",0,1,0,"fair",1,"feature",1,"white",NA,6417
"female",1,0,1,"fair",1,"feature",1,"white",0,11592
"male",1,1,1,"good",1,"feature",1,"white",0,7566
"male",1,1,1,"good",1,"feature",1,"white",1,23182
"female",1,1,1,"good",1,"ad",1,"white",NA,NA
"male",1,1,0,"good",1,"feature",0,"white",0,86784
"male",1,1,1,NA,1,"ad",1,"black",0,69870
"male",1,1,0,"good",1,"ad",1,"white",0,56376
"male",1,1,0,"good",0,"ad",1,"black",0,64262
"female",1,1,0,"good",1,"ad",1,"black",NA,29040
"male",1,1,0,NA,1,"ad",1,"black",NA,NA
"male",1,0,1,NA,1,"ad",0,"white",1,8686
"male",1,1,1,"fair",1,"feature",1,"white",1,11193
"male",1,1,1,"good",1,"feature",0,"white",1,118608
"male",1,0,0,"good",0,"ad",1,"white",1,124425
"male",0,1,1,NA,1,"ad",0,"white",0,68000
"female",1,1,0,"good",1,"author",0,"white",1,11800
"male",1,1,0,"good",1,"ad",0,"white",0,11253
"male",1,1,1,"good",1,"feature",0,"white",1,11466
"male",1,1,1,"good",1,"ad",0,"white",0,43818
"male",1,1,1,"good",1,"feature",0,"unknown",0,19558
"male",1,1,1,"good",1,"feature",0,"white",0,39770
"male",1,1,0,NA,1,"author",0,"white",NA,36960
"male",1,1,1,"good",1,"feature",0,"black",NA,11340
"male",1,1,1,"good",1,"feature",1,"black",0,13545
"female",1,1,1,"good",1,"feature",0,"white",NA,12168
"male",1,1,1,"good",1,"feature",0,"white",0,9072
"male",1,1,1,"fair",1,"feature",1,"white",0,18910
"female",1,0,1,"good",1,"feature",1,"white",NA,NA
"female",1,0,1,"good",1,"ad",1,"white",NA,14500
"male",1,1,1,"fair",1,"cover",0,"black",0,18765
"male",1,1,1,"good",1,"feature",0,"white",NA,9860
"male",1,1,1,"good",1,"feature",0,"white",1,11495
"male",0,0,1,NA,1,"ad",1,"white",NA,16368
"male",1,1,1,"fair",1,"ad",1,"black",NA,NA
"male",1,1,1,"good",1,"ad",1,"white",NA,59520
"male",1,1,1,"good",1,"ad",1,"black",NA,54234
"male",1,1,1,"fair",1,"ad",1,"black",0,38613
"male",1,1,1,"good",1,"cover",1,"white",NA,62132
"female",1,1,1,NA,1,"ad",1,"white",NA,5070
"male",1,1,1,"good",1,"feature",1,"asian",1,9900
"male",1,0,1,"good",1,"author",1,"white",0,13677
"male",1,1,1,"fair",1,"feature",0,"black",1,15645
"female",1,1,1,"good",1,"feature",0,"white",1,14170
"male",1,1,0,"good",1,"cover",0,"black",NA,NA
"male",1,1,1,"fair",1,"cover",0,"black",0,14835
"male",1,1,1,NA,1,"ad",1,"white",0,26680
"male",1,1,1,NA,1,"ad",0,"white",1,NA
"female",1,1,1,"good",1,"ad",0,"white",NA,30652
"male",1,1,1,NA,1,"ad",0,"black",1,32600
"female",1,1,1,NA,1,"ad",0,"white",NA,28574
"female",1,1,1,"good",1,"feature",1,"white",1,9184
"male",1,1,1,"good",1,"feature",1,"white",1,11921
"male",1,1,1,"good",1,"feature",0,"white",0,16280
"unknown",1,1,1,"good",1,"feature",1,"white",1,23530
"female",1,1,1,"good",1,"feature",0,"white",NA,NA
"male",1,1,1,"fair",1,"feature",1,"white",NA,43362
"female",1,0,0,"good",1,"ad",1,"white",0,9328
"unknown",0,1,1,"fair",0,"feature",0,"white",0,10416
"male",1,0,1,NA,1,"ad",1,"americanindian",0,13054
"male",1,1,1,"fair",1,"feature",0,"white",NA,NA
"male",1,1,1,"good",1,"feature",1,"white",NA,NA
"male",1,0,0,"fair",1,"feature",0,"white",0,11562
"male",1,1,1,"good",1,"feature",0,"black",1,8112
"male",1,1,0,"fair",1,"feature",0,"white",1,8502
"female",1,1,1,"fair",1,"feature",0,"white",1,7644
"male",1,1,1,"fair",1,"feature",1,"white",0,9500
"male",1,1,0,NA,1,"author",0,"white",1,9207
"male",1,1,0,"good",1,"feature",0,"white",NA,4425
"male",1,0,0,"good",1,"feature",1,"white",NA,13936
"male",1,0,1,"fair",0,"feature",1,"white",1,10752
"male",0,1,1,"good",0,"feature",1,"white",NA,8722
"female",1,1,1,"fair",0,"feature",1,"white",1,8772
"female",0,1,1,"good",0,"feature",1,"white",1,10504
"female",1,1,1,"good",1,"ad",1,"white",1,5865
"male",1,1,1,"good",1,"ad",1,"white",NA,5829
"male",1,1,1,"good",1,"ad",1,"white",NA,6370
"male",1,1,1,"fair",1,"ad",0,"white",1,6090
"male",1,1,1,"good",1,"feature",0,"white",NA,26680
"male",1,1,1,"good",1,"feature",1,"white",1,10668
"female",1,1,1,"good",1,"feature",1,"white",0,8848
"male",1,1,1,"fair",1,"feature",1,"white",1,11956
"female",1,1,1,"fair",1,"feature",0,"white",0,13568
"male",1,1,1,"fair",1,"feature",0,"white",NA,30268
"male",1,1,1,"good",1,"feature",0,"white",0,38843
"male",1,0,1,"good",1,"feature",0,"white",1,47765
"male",1,1,1,"good",1,"feature",0,"white",0,8514
"female",1,0,1,"good",1,"feature",0,"white",NA,9660
"female",1,0,1,"fair",1,"cover",0,"white",0,35432
"female",1,1,1,"good",1,"feature",0,"white",NA,105248
"male",1,1,1,"good",1,"feature",0,"white",NA,8484
"male",1,0,1,NA,1,"ad",1,"white",0,30247
"male",1,1,1,"good",1,"ad",1,"white",0,53530
"male",1,0,1,"fair",1,"ad",1,"white",NA,15855
"female",1,1,1,"good",1,"feature",0,"black",1,20436
"female",0,0,1,"fair",1,"feature",1,"americanindian",NA,4148
"female",0,1,1,"fair",1,"feature",1,"white",0,4200
"female",0,1,1,"good",1,"feature",1,"white",0,3250
"male",1,0,1,"good",1,"feature",1,"white",NA,11856
"male",1,0,1,"good",1,"feature",1,"white",NA,31465
"female",1,0,1,"good",1,"feature",1,"white",1,19257
"male",1,0,1,"fair",0,"feature",1,"white",1,3432
"male",1,1,1,"good",1,"ad",0,"white",1,NA
"female",1,0,1,"fair",1,"ad",1,"white",1,10283
"female",1,0,1,"fair",1,"feature",1,"white",1,15080
"male",1,1,1,"fair",1,"feature",1,"white",1,3286
"female",1,1,1,"good",1,"ad",1,"white",1,3864
"male",1,1,1,"good",1,"feature",1,"white",0,15846
"male",1,1,1,"good",1,"feature",1,"americanindian",0,21648
"male",1,1,1,"good",1,"cover",1,"white",1,17082
"male",1,1,1,"fair",1,"feature",1,"white",1,14098
"male",1,1,1,"good",1,"feature",0,"black",1,12838
"male",1,1,1,"good",1,"feature",0,"white",NA,16016
"male",1,1,1,"good",1,"feature",0,"white",1,45850
"male",1,1,1,"good",1,"feature",0,"white",0,40824
"female",1,1,1,"good",1,"ad",1,"white",0,12480
"male",1,1,1,"good",1,"feature",1,"white",1,8632
"male",1,1,1,"good",1,"feature",1,"white",NA,8755
"female",1,1,1,"fair",1,"feature",1,"white",NA,14541
"male",1,0,1,NA,1,"ad",1,"black",NA,NA
"male",1,1,1,"good",1,"feature",0,"white",1,5589
"male",1,1,1,"good",1,"feature",0,"white",1,8774
"female",1,1,1,"good",0,"feature",0,"white",0,148190
"female",0,1,1,"good",1,"feature",1,"white",NA,12192
"male",1,0,1,NA,1,"ad",1,"white",1,30260
"male",1,0,1,"good",1,"feature",0,"white",1,175032
"male",1,1,1,"fair",1,"feature",0,"white",1,4896
"female",1,1,1,"good",1,"feature",0,"white",NA,NA
"female",1,1,1,"good",0,"feature",1,"white",1,37791
"male",1,1,1,"good",0,"feature",1,"white",1,57630
"male",1,1,1,"good",0,"feature",1,"white",1,NA
"female",0,1,1,"fair",1,"feature",1,"white",0,8910
"male",1,1,1,"good",1,"feature",0,"white",NA,12576
"female",1,1,1,"good",1,"feature",1,"white",1,16215
"male",1,1,1,"good",1,"feature",0,"white",NA,18209
"female",0,1,1,"good",1,"feature",1,"white",1,16284
"male",1,1,1,"good",1,"feature",0,"white",0,41514
"male",1,1,1,"good",1,"feature",1,"white",0,27972
"male",1,0,1,"good",1,"feature",1,"white",0,18875
"male",1,1,1,"good",1,"ad",0,"white",1,15651
"male",1,0,1,"good",1,"feature",1,"white",NA,4960
"male",1,1,1,"fair",1,"feature",0,"white",NA,7440
"female",1,1,0,NA,1,"ad",0,"white",0,15476
"male",1,1,1,"good",1,"feature",0,"white",1,29944
"female",1,1,1,"good",1,"ad",0,"white",0,18875
"female",1,1,1,"good",1,"feature",0,"black",NA,16159
"male",1,1,1,"good",1,"feature",1,"asian",1,120460
"female",1,1,1,"good",1,"feature",1,"white",1,8217
"female",1,1,1,"good",1,"feature",1,"white",1,8964
"male",0,1,0,"good",1,"cover",1,"white",1,75900
"male",1,0,0,NA,1,"ad",1,"white",NA,124955
"male",1,0,1,NA,1,"ad",1,"asian",NA,12995
"female",1,1,1,NA,1,"author",0,"white",1,10283
"unknown",0,1,1,"good",1,"cover",0,"white",0,NA
"male",1,1,1,"good",1,"cover",1,"white",NA,27405
"male",1,0,1,"fair",0,"cover",1,"white",0,21945
"male",1,0,1,"good",1,"cover",1,"white",0,28536
"female",1,1,1,"good",1,"ad",0,"white",1,NA
"male",1,1,1,"good",1,"cover",0,"white",NA,18796
"male",1,1,0,"good",1,"ad",0,"white",0,98610
"male",1,1,1,"fair",1,"cover",0,"white",1,35552
"female",1,1,1,"good",1,"feature",0,"white",NA,10176
"male",1,1,1,"fair",1,"feature",0,"white",0,10680
"female",1,0,1,"good",1,"feature",1,"white",0,9416
"male",0,0,1,"fair",1,"feature",1,"black",0,5848
"female",0,1,1,"fair",1,"ad",1,"black",0,7614
"male",0,1,1,"good",0,"feature",1,"white",0,NA
"male",1,0,1,"fair",1,"feature",0,"white",0,15207
"male",1,0,1,"fair",1,"feature",0,"unknown",0,11811
"male",1,0,1,"good",1,"feature",0,"white",NA,12000
"male",1,1,1,"fair",0,"feature",0,"white",1,6882
"female",1,1,1,"fair",0,"feature",0,"white",NA,7098
"male",1,1,0,"fair",1,"feature",0,"white",0,6882
"male",1,1,1,"fair",0,"feature",0,"white",0,10824
"male",1,1,1,"fair",1,"feature",0,"white",NA,9918
"male",1,1,1,"good",1,"feature",1,"white",1,22490
"male",1,1,1,"fair",1,"feature",0,"white",1,6956
"male",1,1,1,"fair",1,"feature",0,"white",1,8466
"male",1,0,1,"fair",0,"feature",0,"white",NA,10848
"male",1,1,1,"fair",1,"feature",0,"white",1,8100
"male",1,0,1,"fair",1,"feature",1,"white",NA,8080
"male",1,0,1,"good",1,"feature",0,"white",0,6650
"male",1,0,1,"good",1,"feature",0,"white",NA,8100
"male",1,1,1,"good",1,"feature",0,"white",0,6700
"male",1,0,0,"fair",1,"feature",0,"white",1,9288
"male",1,0,0,"fair",1,"feature",1,"asian",0,11424
"male",1,1,0,"fair",1,"feature",0,"black",1,10230
"male",1,1,0,"fair",1,"feature",0,"white",1,10560
"female",1,1,0,"fair",1,"feature",0,"white",0,40710
"male",1,1,0,"fair",1,"feature",0,"white",NA,14250
"female",1,0,0,"fair",1,"ad",1,"white",0,6364
"male",1,0,1,"good",1,"feature",0,"asian",0,346276
"male",1,1,1,"good",1,"feature",0,"white",0,NA
"female",1,0,1,"good",1,"feature",1,"white",1,17907
"female",1,0,1,"good",1,"feature",1,"white",1,27010
"female",1,1,1,"fair",1,"feature",1,"white",1,8514
"male",1,1,1,"fair",1,"feature",0,"white",NA,8148
"male",1,1,1,"good",0,"feature",0,"white",1,NA
"female",1,1,1,"fair",1,"feature",0,"white",1,8080
"male",1,1,1,"fair",1,"feature",0,"white",0,8232
"male",1,1,1,"good",1,"feature",0,"white",NA,NA
"male",1,1,1,"good",0,"feature",0,"white",NA,67680
"male",1,1,1,"good",0,"feature",1,"white",NA,59514
"male",1,1,1,"good",1,"feature",0,"black",0,9416
"female",1,1,1,"good",1,"feature",1,"white",1,10058
"male",1,1,1,"good",0,"feature",0,"white",1,75816
"male",1,1,1,"fair",1,"feature",0,"white",0,7372
"male",1,1,1,"fair",1,"feature",1,"white",0,7650
"male",1,1,1,"good",1,"feature",0,"white",0,9130
"male",1,1,1,"good",0,"feature",1,"white",0,45510
"male",1,1,1,"good",1,"ad",1,"asian",1,7695
"male",1,1,1,"good",1,"ad",1,"asian",NA,8239
"male",1,1,1,"good",1,"feature",0,"black",0,8610
"male",1,1,0,"fair",1,"feature",0,"white",NA,7878
"male",1,1,1,"fair",1,"feature",0,"black",1,6762
"male",1,1,1,"good",1,"feature",1,"white",1,7931
"female",1,0,1,"good",1,"feature",1,"white",1,8036
"unknown",0,1,1,"fair",1,"feature",1,"white",NA,9990
"male",1,0,1,"fair",1,"feature",0,"white",0,23530
"female",1,1,1,"fair",1,"feature",0,"white",NA,NA
"male",1,0,1,"good",1,"feature",0,"white",0,10695
"male",1,0,1,"fair",1,"feature",0,"white",0,12125
"male",1,0,1,NA,1,"ad",1,"white",0,18944
"male",1,1,1,"good",1,"ad",0,"white",0,6216
"male",1,1,0,"good",1,"ad",1,"asian",0,26508
"male",1,1,1,"fair",1,"feature",0,"white",NA,5360
"male",1,1,1,"fair",1,"feature",0,"white",NA,5727
"male",1,0,0,"good",1,"feature",0,"white",0,12800
"male",1,1,1,"good",1,"feature",0,"asian",1,10556
"male",1,1,1,"fair",1,"feature",0,"white",0,4736
"male",1,1,1,"good",1,"ad",0,"white",NA,97507
"male",1,1,1,"fair",1,"feature",0,"white",0,26426
"male",1,1,1,"good",1,"feature",0,"asian",1,57120
"male",1,1,1,"good",1,"feature",1,"white",0,23230
"male",1,1,1,"fair",1,"feature",1,"white",0,4680
"male",1,1,1,"good",1,"feature",1,"white",0,23364
"male",1,1,1,"fair",1,"feature",1,"white",0,3969
"male",1,1,1,"fair",1,"feature",0,"white",NA,5610
"female",1,1,1,"good",1,"feature",1,"white",1,13362
"male",1,1,1,"good",1,"cover",1,"white",NA,16472
"female",0,1,1,"good",1,"feature",1,"white",NA,10488
"male",1,1,1,"good",1,"feature",1,"white",1,12423
"unknown",0,1,1,"good",1,"feature",1,"white",NA,9180
"male",0,1,1,"good",1,"feature",1,"white",1,4424
"female",1,0,1,"good",1,"feature",1,"black",NA,11400
"female",0,1,1,"fair",1,"feature",0,"white",0,5280
"female",1,0,1,"good",1,"feature",1,"white",NA,11067
"female",1,0,1,"good",1,"feature",1,"white",0,11562
"male",0,1,1,"good",1,"feature",1,"white",1,9021
"male",0,1,1,"good",1,"feature",1,"white",1,5880
"male",0,1,1,"good",1,"feature",0,"white",NA,19968
"male",1,1,0,"fair",1,"ad",1,"asian",0,70950
"male",1,1,0,"good",1,"ad",0,"white",0,61677
"female",1,1,1,"good",1,"feature",1,"white",0,17835
"male",1,0,1,"good",1,"feature",0,"black",NA,18705
"male",1,1,1,"fair",0,"cover",1,"unknown",0,61812
"male",0,1,1,"fair",0,"ad",1,"black",0,50218
"male",1,1,1,"good",1,"feature",0,"white",0,19110
"female",1,1,1,"good",1,"feature",0,"white",0,24790
"female",1,1,1,"fair",1,"feature",1,"white",0,3657
"male",1,0,1,"fair",1,"feature",1,"white",0,10440
"female",0,1,1,"good",1,"ad",0,"white",0,283200
"male",1,1,1,"fair",1,"feature",1,"white",NA,5822
"male",1,1,1,"good",1,"feature",1,"black",0,4620
"male",1,0,1,"good",1,"feature",0,"white",0,19520
"male",1,0,1,"good",1,"feature",1,"white",1,11235
"female",1,1,1,"good",1,"feature",1,"white",1,9944
"female",1,1,1,"good",1,"feature",1,"black",1,8736
"male",1,1,1,"good",1,"feature",1,"white",NA,NA
"female",1,0,1,"fair",1,"feature",1,"white",0,7383
"male",1,1,1,"good",1,"feature",1,"white",1,9296
"male",0,1,1,"fair",1,"feature",1,"black",NA,9720
"female",0,1,1,"good",1,"feature",1,"white",NA,8058
"female",1,1,1,"fair",1,"feature",1,"white",NA,4050
"male",1,1,1,"good",1,"feature",0,"white",1,18228
"male",1,1,1,"fair",1,"feature",1,"black",NA,5312
"female",1,1,1,"fair",1,"feature",1,"black",1,5056
"male",1,1,1,"good",1,"feature",1,"white",1,10384
"female",1,1,1,"good",1,"feature",1,"white",1,6660
"female",0,1,1,"fair",1,"feature",1,"white",0,3087
"male",1,0,0,"good",1,"feature",0,"white",0,12342
"female",0,1,1,"good",1,"ad",0,"white",1,12322
"female",0,1,1,"fair",1,"ad",0,"white",1,13910
"male",0,0,1,"good",1,"ad",1,"asian",1,13860
"male",0,1,1,"fair",1,"ad",0,"black",1,13524
"female",1,1,1,"good",1,"ad",1,"white",1,14061
"female",0,1,1,"good",1,"ad",1,"white",1,10800
"unknown",1,1,1,"good",1,"ad",1,"white",0,14960
"female",0,1,1,"good",1,"ad",0,"white",NA,10440
"unknown",0,1,1,"fair",1,"ad",0,"white",NA,14980
"female",0,1,1,"fair",1,"ad",0,"white",1,14351
"male",0,1,1,NA,1,"ad",0,"white",1,10080
"female",0,1,1,"fair",1,"ad",1,"white",1,14364
"male",0,1,1,NA,1,"ad",1,"white",NA,14144
"female",1,1,1,NA,1,"ad",1,"white",1,15618
"female",0,1,1,"good",1,"ad",1,"white",NA,11737
"male",0,1,1,"good",1,"feature",1,"black",1,12502
"female",0,1,1,NA,1,"ad",1,"white",1,12825
"male",0,1,1,"good",1,"ad",0,"white",NA,9348
"male",0,1,1,"fair",1,"ad",0,"white",NA,15318
"male",0,1,1,"fair",1,"ad",1,"black",1,9430
"female",0,1,1,"good",1,"feature",0,"pacificislander",1,16472
"male",1,1,1,"fair",1,"ad",1,"white",NA,12838
"female",0,1,1,"fair",1,"ad",0,"black",NA,NA
"female",0,1,1,"good",1,"ad",0,"black",1,7128
"male",0,1,1,"good",1,"ad",1,"black",NA,12084
"male",0,1,1,"fair",1,"ad",1,"unknown",NA,436460
"female",0,1,1,"good",1,"ad",0,"white",1,13230
"female",0,1,1,"good",1,"ad",0,"white",0,14464
"male",0,1,1,"good",1,"feature",1,"white",0,13755
"male",0,1,1,NA,1,"ad",0,"white",1,16644
"female",0,1,0,NA,1,"ad",1,"black",0,14300
"female",0,1,1,"good",1,"feature",1,"white",1,15368
"female",1,1,1,"good",1,"feature",0,"white",1,15960
"male",1,1,1,"fair",1,"ad",1,"white",1,7290
"female",1,0,1,"fair",1,"feature",1,"white",1,7380
"male",1,1,1,"fair",1,"feature",1,"white",0,3264
"male",1,0,1,"fair",1,"feature",1,"white",0,5478
"female",1,1,1,"fair",1,"feature",1,"white",1,5628
"male",1,1,1,"good",1,"feature",1,"white",0,5994
"male",1,1,1,"good",1,"feature",1,"white",1,5082
"male",1,1,1,"good",1,"feature",1,"white",NA,16576
"female",1,1,1,"fair",1,"feature",0,"white",1,10640
"male",1,1,1,"good",1,"feature",0,"white",1,16240
"male",1,1,1,NA,1,"author",0,"white",1,12669
"female",1,1,1,NA,1,"author",0,"white",NA,NA
"male",1,1,1,"good",1,"author",0,"white",1,12300
"female",1,1,1,"fair",1,"author",0,"white",NA,9682
"female",0,1,1,"fair",1,"feature",1,"white",1,4800
"male",0,0,1,"fair",1,"feature",1,"white",NA,11118
"female",1,1,1,"good",1,"author",0,"white",1,9416
"male",1,0,1,"good",1,"ad",1,"white",1,63333
"male",1,1,1,"good",1,"feature",1,"white",1,63516
"male",1,1,1,"good",1,"feature",1,"white",NA,35000
"male",1,1,1,"good",1,"cover",0,"black",0,80494
"male",1,1,1,"good",1,"feature",1,"black",NA,NA
"male",1,1,1,"good",1,"feature",1,"black",NA,13622
"male",1,1,1,"good",1,"feature",1,"white",NA,15960
"male",1,0,1,"good",1,"feature",1,"white",0,27750
"male",0,0,1,"good",1,"feature",1,"white",0,30960
"male",1,1,1,"good",1,"ad",1,"unknown",0,72712
"male",1,1,1,"good",1,"feature",0,"black",NA,13130
"male",1,1,1,"good",1,"feature",0,"white",0,23976
"male",0,1,0,"good",1,"ad",1,"white",1,NA
"unknown",0,1,0,NA,1,"ad",1,"white",NA,47396
"male",1,1,1,"fair",1,"feature",1,"white",NA,3420
"male",1,1,0,"good",1,"feature",0,"white",1,49506
"female",1,1,0,"good",1,"feature",0,"white",1,12412
"male",0,1,1,"good",1,"feature",0,"white",NA,7566
"male",1,1,1,"good",1,"feature",0,"white",0,13596
"female",1,1,0,"good",1,"feature",0,"white",1,13905
"female",1,1,1,"good",1,"feature",0,"black",0,12376
"female",1,1,1,"good",1,"ad",0,"white",1,10780
"female",1,1,0,"good",1,"author",0,"white",1,8910
"male",1,1,0,"good",1,"feature",0,"white",NA,11102
"male",1,0,1,"good",1,"feature",1,"white",NA,32399
"female",1,0,1,"good",1,"ad",1,"white",0,45825
"female",1,1,1,NA,1,"author",0,"black",NA,9030
"male",1,0,1,"good",1,"feature",0,"white",0,6720
"male",1,1,1,"good",1,"feature",0,"white",1,21248
"female",1,0,1,"good",1,"feature",0,"white",0,21840
"female",1,1,1,"fair",1,"feature",1,"white",NA,5520
"female",1,0,1,"fair",1,"feature",1,"white",NA,2530
"male",1,1,1,"good",0,"ad",0,"unknown",NA,NA
"female",1,1,1,NA,1,"ad",0,"white",NA,5520
"female",1,1,1,"good",1,"ad",1,"white",NA,52866
"female",1,0,1,"good",1,"ad",1,"black",1,68269
"female",1,1,1,NA,1,"ad",1,"white",0,60552
"female",1,1,1,"fair",1,"ad",1,"asian",0,3960
"female",1,1,1,"good",1,"ad",1,"asian",1,7760
"male",1,1,1,"good",1,"feature",0,"white",NA,17289
"male",0,1,1,"good",0,"ad",1,"white",0,89698
"male",1,0,1,"good",1,"feature",0,"white",0,19456
"male",0,1,1,"good",0,"feature",1,"white",1,196350
"male",0,1,1,"fair",0,"ad",0,"white",NA,45144
"male",1,1,1,"good",1,"feature",1,"white",0,5070
"female",1,1,1,"good",0,"feature",0,"white",0,16510
"male",1,1,1,"fair",1,"feature",0,"white",1,6633
"male",1,0,1,"good",0,"feature",1,"white",1,6497
"female",1,1,1,"fair",1,"feature",1,"white",NA,2538
"male",0,0,0,NA,1,"ad",0,"white",NA,NA
"female",1,1,1,"good",1,"feature",0,"white",1,7200
"male",1,1,1,"good",1,"feature",1,"black",1,2303
"male",1,1,1,"fair",1,"feature",0,"white",0,8888
"male",1,1,1,"fair",1,"feature",0,"white",1,7296
"male",1,1,1,"fair",1,"feature",0,"white",1,5395
"male",1,1,1,"good",1,"feature",0,"white",0,6552
"male",1,1,0,"fair",1,"feature",0,"white",1,12880
"male",1,1,0,"good",1,"feature",0,"white",0,10010
"male",1,1,0,"fair",1,"feature",0,"white",NA,12446
"male",1,0,0,"fair",1,"feature",0,"white",0,8058
"male",1,1,1,"good",1,"feature",0,"white",NA,7220
"male",1,1,0,"good",1,"ad",0,"white",1,96075
"male",1,0,1,"good",1,"feature",1,"white",0,12384
"male",1,0,1,"good",1,"feature",1,"white",0,15568
"female",1,1,0,"good",1,"ad",1,"white",NA,NA
"male",1,0,1,"fair",1,"feature",0,"white",0,12390
"female",1,1,1,"good",1,"cover",0,"black",1,52920
"female",1,1,1,"good",1,"feature",0,"white",NA,49405
"female",1,1,1,"good",1,"cover",0,"white",0,44620
"male",1,1,1,"good",1,"ad",0,"black",0,52675
"female",0,0,1,"good",1,"feature",1,"white",NA,3422
"female",0,1,1,"fair",1,"feature",1,"white",NA,5360
"female",0,1,1,"fair",1,"feature",1,"white",1,3591
"female",1,1,1,"good",1,"ad",1,"white",0,8938
"female",1,1,1,"good",1,"feature",1,"white",1,7272
"male",1,1,1,"good",1,"feature",1,"white",1,8075
"male",1,1,1,"good",1,"ad",1,"black",0,46870
"male",0,0,1,"fair",1,"feature",0,"white",0,6408
"male",0,1,1,"fair",1,"feature",0,"white",NA,6120
"female",1,1,1,"fair",1,"feature",1,"white",0,3294
"male",1,1,1,"fair",1,"feature",1,"white",0,4088
"unknown",0,1,1,"fair",1,"feature",1,"white",0,3540
"male",0,1,1,"fair",1,"feature",1,"black",NA,NA
"male",0,1,1,"fair",1,"feature",1,"white",NA,3933
"male",1,1,1,"fair",1,"feature",1,"white",NA,NA
"male",0,0,1,"fair",1,"feature",1,"white",NA,7470
"male",1,1,1,"fair",1,"feature",1,"white",0,6750
"female",1,1,1,"fair",1,"feature",1,"white",1,3528
"male",1,0,1,"fair",1,"feature",1,"white",0,14112
"female",1,1,1,"good",1,"feature",1,"asian",1,3596
"female",1,1,1,"fair",1,"feature",1,"white",1,2850
"male",1,1,1,"good",1,"feature",0,"white",0,9879
"female",1,0,1,"fair",1,"feature",1,"white",0,10881
"male",1,1,1,"good",1,"feature",1,"white",NA,10179
"male",1,1,1,"good",1,"feature",1,"white",NA,8360
"male",1,1,1,"good",1,"feature",1,"white",0,6984
"female",1,1,1,"good",1,"feature",1,"black",NA,6510
"female",1,1,1,"good",1,"author",1,"white",1,4964
"female",1,0,1,"fair",1,"feature",1,"black",1,6006
"female",1,1,1,"fair",1,"feature",1,"white",1,1974
"male",0,1,1,"good",1,"ad",0,"white",1,194622
